File Name,File Path,Width,Height,Aspect Ratio,Channels,Is Grayscale,File Size (Bytes),Format,Label
Au_nat_20005.jpg,Filtered Formatted photos/Au_nat_20005.jpg,256,256,1.0,3,False,21239,jpg,Authentic
Au_pla_30290.jpg,Filtered Formatted photos/Au_pla_30290.jpg,256,256,1.0,3,False,22504,jpg,Authentic
Au_pla_20083.jpg,Filtered Formatted photos/Au_pla_20083.jpg,256,256,1.0,3,False,10655,jpg,Authentic
Au_ind_30063.jpg,Filtered Formatted photos/Au_ind_30063.jpg,256,256,1.0,3,False,10244,jpg,Authentic
Au_pla_30284.jpg,Filtered Formatted photos/Au_pla_30284.jpg,256,256,1.0,3,False,22709,jpg,Authentic
Au_pla_20097.jpg,Filtered Formatted photos/Au_pla_20097.jpg,256,256,1.0,3,False,19293,jpg,Authentic
Tp_D_NNN_M_N_nat10112_nat10122_11360.jpg,Filtered Formatted photos/Tp_D_NNN_M_N_nat10112_nat10122_11360.jpg,256,256,1.0,3,False,13713,jpg,Tampered
Au_ani_30179.jpg,Filtered Formatted photos/Au_ani_30179.jpg,256,256,1.0,3,False,4620,jpg,Authentic
Tp_D_NRN_S_B_nat00023_cha00024_20076.jpg,Filtered Formatted photos/Tp_D_NRN_S_B_nat00023_cha00024_20076.jpg,256,256,1.0,3,False,10028,jpg,Tampered
Au_ind_30077.jpg,Filtered Formatted photos/Au_ind_30077.jpg,256,256,1.0,3,False,16705,jpg,Authentic
Au_nat_30202.jpg,Filtered Formatted photos/Au_nat_30202.jpg,256,256,1.0,3,False,18831,jpg,Authentic
Au_nat_20011.jpg,Filtered Formatted photos/Au_nat_20011.jpg,256,256,1.0,3,False,11032,jpg,Authentic
Au_nat_30564.jpg,Filtered Formatted photos/Au_nat_30564.jpg,256,256,1.0,3,False,16719,jpg,Authentic
Tp_D_NRN_S_O_nat10159_ani00084_12055.jpg,Filtered Formatted photos/Tp_D_NRN_S_O_nat10159_ani00084_12055.jpg,256,256,1.0,3,False,8218,jpg,Tampered
Tp_D_NRN_M_N_sec00040_cha00070_11474.jpg,Filtered Formatted photos/Tp_D_NRN_M_N_sec00040_cha00070_11474.jpg,256,256,1.0,3,False,16838,jpg,Tampered
Au_arc_30579.jpg,Filtered Formatted photos/Au_arc_30579.jpg,256,256,1.0,3,False,14214,jpg,Authentic
Au_cha_30017.jpg,Filtered Formatted photos/Au_cha_30017.jpg,256,256,1.0,3,False,18191,jpg,Authentic
Au_arc_30551.jpg,Filtered Formatted photos/Au_arc_30551.jpg,256,256,1.0,3,False,16614,jpg,Authentic
Au_ani_30637.jpg,Filtered Formatted photos/Au_ani_30637.jpg,256,256,1.0,3,False,20565,jpg,Authentic
Au_sec_30023.jpg,Filtered Formatted photos/Au_sec_30023.jpg,256,256,1.0,3,False,20841,jpg,Authentic
Au_ani_30151.jpg,Filtered Formatted photos/Au_ani_30151.jpg,256,256,1.0,3,False,7783,jpg,Authentic
Au_ani_00092.jpg,Filtered Formatted photos/Au_ani_00092.jpg,256,256,1.0,3,False,12480,jpg,Authentic
Tp_D_NRN_S_N_sec00023_ind00042_10886.jpg,Filtered Formatted photos/Tp_D_NRN_S_N_sec00023_ind00042_10886.jpg,256,256,1.0,3,False,13118,jpg,Tampered
Au_arc_30237.jpg,Filtered Formatted photos/Au_arc_30237.jpg,256,256,1.0,3,False,14512,jpg,Authentic
Au_arc_20024.jpg,Filtered Formatted photos/Au_arc_20024.jpg,256,256,1.0,3,False,14568,jpg,Authentic
Tp_D_NRN_S_N_cha00040_ani10123_11679.jpg,Filtered Formatted photos/Tp_D_NRN_S_N_cha00040_ani10123_11679.jpg,256,256,1.0,3,False,18749,jpg,Tampered
Au_nat_20039.jpg,Filtered Formatted photos/Au_nat_20039.jpg,256,256,1.0,3,False,13211,jpg,Authentic
Au_arc_30223.jpg,Filtered Formatted photos/Au_arc_30223.jpg,256,256,1.0,3,False,19464,jpg,Authentic
Au_arc_20030.jpg,Filtered Formatted photos/Au_arc_20030.jpg,256,256,1.0,3,False,15572,jpg,Authentic
Tp_S_NNN_S_N_ind00069_ind00069_10693.jpg,Filtered Formatted photos/Tp_S_NNN_S_N_ind00069_ind00069_10693.jpg,256,256,1.0,3,False,14266,jpg,Tampered
Au_art_30088.jpg,Filtered Formatted photos/Au_art_30088.jpg,256,256,1.0,3,False,10397,jpg,Authentic
Au_ani_30145.jpg,Filtered Formatted photos/Au_ani_30145.jpg,256,256,1.0,3,False,6388,jpg,Authentic
Au_sec_30037.jpg,Filtered Formatted photos/Au_sec_30037.jpg,256,256,1.0,3,False,19284,jpg,Authentic
Au_ani_00086.jpg,Filtered Formatted photos/Au_ani_00086.jpg,256,256,1.0,3,False,11407,jpg,Authentic
Au_ani_30623.jpg,Filtered Formatted photos/Au_ani_30623.jpg,256,256,1.0,3,False,21186,jpg,Authentic
Au_nat_30558.jpg,Filtered Formatted photos/Au_nat_30558.jpg,256,256,1.0,3,False,14393,jpg,Authentic
Au_arc_30545.jpg,Filtered Formatted photos/Au_arc_30545.jpg,256,256,1.0,3,False,15418,jpg,Authentic
Tp_D_CRN_S_N_nat10164_ani00005_12093.jpg,Filtered Formatted photos/Tp_D_CRN_S_N_nat10164_ani00005_12093.jpg,256,256,1.0,3,False,10029,jpg,Tampered
Tp_D_NRN_M_N_nat00012_nat00013_11054.jpg,Filtered Formatted photos/Tp_D_NRN_M_N_nat00012_nat00013_11054.jpg,256,256,1.0,3,False,10795,jpg,Tampered
Au_pla_30051.jpg,Filtered Formatted photos/Au_pla_30051.jpg,256,256,1.0,3,False,19876,jpg,Authentic
Au_art_20072.jpg,Filtered Formatted photos/Au_art_20072.jpg,256,256,1.0,3,False,20843,jpg,Authentic
Au_art_30261.jpg,Filtered Formatted photos/Au_art_30261.jpg,256,256,1.0,3,False,8595,jpg,Authentic
Au_art_30507.jpg,Filtered Formatted photos/Au_art_30507.jpg,256,256,1.0,3,False,13821,jpg,Authentic
Au_cha_10112.jpg,Filtered Formatted photos/Au_cha_10112.jpg,256,256,1.0,3,False,20820,jpg,Authentic
Au_pla_30737.jpg,Filtered Formatted photos/Au_pla_30737.jpg,256,256,1.0,3,False,13545,jpg,Authentic
Au_art_30513.jpg,Filtered Formatted photos/Au_art_30513.jpg,256,256,1.0,3,False,10617,jpg,Authentic
Tp_D_NRD_M_N_arc00004_nat00062_11177.jpg,Filtered Formatted photos/Tp_D_NRD_M_N_arc00004_nat00062_11177.jpg,256,256,1.0,3,False,13250,jpg,Tampered
Au_cha_10106.jpg,Filtered Formatted photos/Au_cha_10106.jpg,256,256,1.0,3,False,10123,jpg,Authentic
Tp_S_NNN_N_N_art10015_art10015_20099.jpg,Filtered Formatted photos/Tp_S_NNN_N_N_art10015_art10015_20099.jpg,256,256,1.0,3,False,4278,jpg,Tampered
Au_pla_30723.jpg,Filtered Formatted photos/Au_pla_30723.jpg,256,256,1.0,3,False,15480,jpg,Authentic
Tp_D_NRN_M_N_ind00014_ind00055_10910.jpg,Filtered Formatted photos/Tp_D_NRN_M_N_ind00014_ind00055_10910.jpg,256,256,1.0,3,False,17276,jpg,Tampered
Au_pla_30045.jpg,Filtered Formatted photos/Au_pla_30045.jpg,256,256,1.0,3,False,15331,jpg,Authentic
Au_art_20066.jpg,Filtered Formatted photos/Au_art_20066.jpg,256,256,1.0,3,False,27150,jpg,Authentic
Au_art_30275.jpg,Filtered Formatted photos/Au_art_30275.jpg,256,256,1.0,3,False,13734,jpg,Authentic
Tp_S_CRN_S_N_ind00040_ind00040_10877.jpg,Filtered Formatted photos/Tp_S_CRN_S_N_ind00040_ind00040_10877.jpg,256,256,1.0,3,False,13536,jpg,Tampered
Tp_D_CRN_M_N_art10112_cha00086_11672.jpg,Filtered Formatted photos/Tp_D_CRN_M_N_art10112_cha00086_11672.jpg,256,256,1.0,3,False,19000,jpg,Tampered
Au_nat_00100.jpg,Filtered Formatted photos/Au_nat_00100.jpg,256,256,1.0,3,False,11657,jpg,Authentic
Au_cha_30598.jpg,Filtered Formatted photos/Au_cha_30598.jpg,256,256,1.0,3,False,20977,jpg,Authentic
Au_ani_30390.jpg,Filtered Formatted photos/Au_ani_30390.jpg,256,256,1.0,3,False,12592,jpg,Authentic
Au_arc_30790.jpg,Filtered Formatted photos/Au_arc_30790.jpg,256,256,1.0,3,False,10038,jpg,Authentic
Au_sec_30584.jpg,Filtered Formatted photos/Au_sec_30584.jpg,256,256,1.0,3,False,12858,jpg,Authentic
Tp_S_NRN_S_N_ani10115_ani10115_11656.jpg,Filtered Formatted photos/Tp_S_NRN_S_N_ani10115_ani10115_11656.jpg,256,256,1.0,3,False,15499,jpg,Tampered
Au_sec_30590.jpg,Filtered Formatted photos/Au_sec_30590.jpg,256,256,1.0,3,False,20009,jpg,Authentic
Tp_S_NRN_S_N_cha10174_cha10174_12274.jpg,Filtered Formatted photos/Tp_S_NRN_S_N_cha10174_cha10174_12274.jpg,256,256,1.0,3,False,13360,jpg,Tampered
Au_arc_30784.jpg,Filtered Formatted photos/Au_arc_30784.jpg,256,256,1.0,3,False,13741,jpg,Authentic
Au_pla_30079.jpg,Filtered Formatted photos/Au_pla_30079.jpg,256,256,1.0,3,False,15624,jpg,Authentic
Tp_S_NNN_S_N_ani00086_ani00086_11125.jpg,Filtered Formatted photos/Tp_S_NNN_S_N_ani00086_ani00086_11125.jpg,256,256,1.0,3,False,11629,jpg,Tampered
Au_art_30249.jpg,Filtered Formatted photos/Au_art_30249.jpg,256,256,1.0,3,False,18663,jpg,Authentic
Au_ani_30384.jpg,Filtered Formatted photos/Au_ani_30384.jpg,256,256,1.0,3,False,12977,jpg,Authentic
Au_cha_30567.jpg,Filtered Formatted photos/Au_cha_30567.jpg,256,256,1.0,3,False,10968,jpg,Authentic
Tp_S_CNN_S_N_ind00046_ind00046_10889.jpg,Filtered Formatted photos/Tp_S_CNN_S_N_ind00046_ind00046_10889.jpg,256,256,1.0,3,False,14104,jpg,Tampered
Au_pla_30092.jpg,Filtered Formatted photos/Au_pla_30092.jpg,256,256,1.0,3,False,15650,jpg,Authentic
Au_nat_30014.jpg,Filtered Formatted photos/Au_nat_30014.jpg,256,256,1.0,3,False,14209,jpg,Authentic
Au_arc_30009.jpg,Filtered Formatted photos/Au_arc_30009.jpg,256,256,1.0,3,False,13808,jpg,Authentic
Tp_D_NRN_S_B_nat10117_nat10118_11343.jpg,Filtered Formatted photos/Tp_D_NRN_S_B_nat10117_nat10118_11343.jpg,256,256,1.0,3,False,10743,jpg,Tampered
Au_ani_30409.jpg,Filtered Formatted photos/Au_ani_30409.jpg,256,256,1.0,3,False,18080,jpg,Authentic
Au_cha_20012.jpg,Filtered Formatted photos/Au_cha_20012.jpg,256,256,1.0,3,False,15075,jpg,Authentic
Au_cha_30201.jpg,Filtered Formatted photos/Au_cha_30201.jpg,256,256,1.0,3,False,14886,jpg,Authentic
Au_cha_20006.jpg,Filtered Formatted photos/Au_cha_20006.jpg,256,256,1.0,3,False,21126,jpg,Authentic
Au_cha_30215.jpg,Filtered Formatted photos/Au_cha_30215.jpg,256,256,1.0,3,False,15159,jpg,Authentic
Tp_S_CNN_M_N_pla00094_pla00094_10614.jpg,Filtered Formatted photos/Tp_S_CNN_M_N_pla00094_pla00094_10614.jpg,256,256,1.0,3,False,19134,jpg,Tampered
Au_cha_30573.jpg,Filtered Formatted photos/Au_cha_30573.jpg,256,256,1.0,3,False,13582,jpg,Authentic
Au_sec_30209.jpg,Filtered Formatted photos/Au_sec_30209.jpg,256,256,1.0,3,False,20190,jpg,Authentic
Au_pla_30086.jpg,Filtered Formatted photos/Au_pla_30086.jpg,256,256,1.0,3,False,16918,jpg,Authentic
Au_nat_30028.jpg,Filtered Formatted photos/Au_nat_30028.jpg,256,256,1.0,3,False,15436,jpg,Authentic
Tp_S_NNN_S_B_art00020_art00020_20029.jpg,Filtered Formatted photos/Tp_S_NNN_S_B_art00020_art00020_20029.jpg,256,256,1.0,3,False,18249,jpg,Tampered
Tp_S_CNN_S_N_pla10127_pla10127_12137.jpg,Filtered Formatted photos/Tp_S_CNN_S_N_pla10127_pla10127_12137.jpg,256,256,1.0,3,False,24121,jpg,Tampered
Au_arc_30035.jpg,Filtered Formatted photos/Au_arc_30035.jpg,256,256,1.0,3,False,18069,jpg,Authentic
Tp_S_NRN_M_N_ind00085_ind00085_10676.jpg,Filtered Formatted photos/Tp_S_NRN_M_N_ind00085_ind00085_10676.jpg,256,256,1.0,3,False,15766,jpg,Tampered
Au_sec_20032.jpg,Filtered Formatted photos/Au_sec_20032.jpg,256,256,1.0,3,False,9492,jpg,Authentic
Tp_D_CRN_S_N_cha00071_art00014_11819.jpg,Filtered Formatted photos/Tp_D_CRN_S_N_cha00071_art00014_11819.jpg,256,256,1.0,3,False,23158,jpg,Tampered
Tp_D_CRN_S_N_nat10145_ani00099_11990.jpg,Filtered Formatted photos/Tp_D_CRN_S_N_nat10145_ani00099_11990.jpg,256,256,1.0,3,False,10701,jpg,Tampered
Au_ani_30353.jpg,Filtered Formatted photos/Au_ani_30353.jpg,256,256,1.0,3,False,11172,jpg,Authentic
Au_sec_30221.jpg,Filtered Formatted photos/Au_sec_30221.jpg,256,256,1.0,3,False,17490,jpg,Authentic
Tp_D_NRN_S_N_nat10162_art00021_12086.jpg,Filtered Formatted photos/Tp_D_NRN_S_N_nat10162_art00021_12086.jpg,256,256,1.0,3,False,9479,jpg,Tampered
Au_sec_30547.jpg,Filtered Formatted photos/Au_sec_30547.jpg,256,256,1.0,3,False,16287,jpg,Authentic
Au_ani_30435.jpg,Filtered Formatted photos/Au_ani_30435.jpg,256,256,1.0,3,False,13677,jpg,Authentic
Au_arc_30753.jpg,Filtered Formatted photos/Au_arc_30753.jpg,256,256,1.0,3,False,16609,jpg,Authentic
Au_arc_30747.jpg,Filtered Formatted photos/Au_arc_30747.jpg,256,256,1.0,3,False,6693,jpg,Authentic
Au_ani_30421.jpg,Filtered Formatted photos/Au_ani_30421.jpg,256,256,1.0,3,False,8606,jpg,Authentic
Au_sec_30553.jpg,Filtered Formatted photos/Au_sec_30553.jpg,256,256,1.0,3,False,12607,jpg,Authentic
Au_cha_30229.jpg,Filtered Formatted photos/Au_cha_30229.jpg,256,256,1.0,3,False,11840,jpg,Authentic
Au_sec_20026.jpg,Filtered Formatted photos/Au_sec_20026.jpg,256,256,1.0,3,False,11713,jpg,Authentic
Au_sec_30235.jpg,Filtered Formatted photos/Au_sec_30235.jpg,256,256,1.0,3,False,14499,jpg,Authentic
Au_ani_30347.jpg,Filtered Formatted photos/Au_ani_30347.jpg,256,256,1.0,3,False,8932,jpg,Authentic
Tp_D_NNN_S_O_nat10148_nat10161_12120.jpg,Filtered Formatted photos/Tp_D_NNN_S_O_nat10148_nat10161_12120.jpg,256,256,1.0,3,False,10734,jpg,Tampered
Au_arc_30021.jpg,Filtered Formatted photos/Au_arc_30021.jpg,256,256,1.0,3,False,11859,jpg,Authentic
Au_nat_00060.jpg,Filtered Formatted photos/Au_nat_00060.jpg,256,256,1.0,3,False,10410,jpg,Authentic
Au_art_30315.jpg,Filtered Formatted photos/Au_art_30315.jpg,256,256,1.0,3,False,16757,jpg,Authentic
Au_ani_10108.jpg,Filtered Formatted photos/Au_ani_10108.jpg,256,256,1.0,3,False,7525,jpg,Authentic
Tp_S_NND_S_N_ind10101_ind10101_11118.jpg,Filtered Formatted photos/Tp_S_NND_S_N_ind10101_ind10101_11118.jpg,256,256,1.0,3,False,6797,jpg,Tampered
Au_pla_30125.jpg,Filtered Formatted photos/Au_pla_30125.jpg,256,256,1.0,3,False,13564,jpg,Authentic
Au_pla_30643.jpg,Filtered Formatted photos/Au_pla_30643.jpg,256,256,1.0,3,False,7211,jpg,Authentic
Au_art_30473.jpg,Filtered Formatted photos/Au_art_30473.jpg,256,256,1.0,3,False,16521,jpg,Authentic
Au_arc_30800.jpg,Filtered Formatted photos/Au_arc_30800.jpg,256,256,1.0,3,False,9066,jpg,Authentic
Au_arc_30814.jpg,Filtered Formatted photos/Au_arc_30814.jpg,256,256,1.0,3,False,11206,jpg,Authentic
Tp_D_NRN_M_N_nat10114_cha00052_11365.jpg,Filtered Formatted photos/Tp_D_NRN_M_N_nat10114_cha00052_11365.jpg,256,256,1.0,3,False,12390,jpg,Tampered
Au_pla_30657.jpg,Filtered Formatted photos/Au_pla_30657.jpg,256,256,1.0,3,False,13489,jpg,Authentic
Au_art_30467.jpg,Filtered Formatted photos/Au_art_30467.jpg,256,256,1.0,3,False,14068,jpg,Authentic
Tp_D_NRN_M_N_ind00084_cha00063_11753.jpg,Filtered Formatted photos/Tp_D_NRN_M_N_ind00084_cha00063_11753.jpg,256,256,1.0,3,False,16390,jpg,Tampered
Au_art_30301.jpg,Filtered Formatted photos/Au_art_30301.jpg,256,256,1.0,3,False,18162,jpg,Authentic
Au_pla_30131.jpg,Filtered Formatted photos/Au_pla_30131.jpg,256,256,1.0,3,False,22937,jpg,Authentic
Au_nat_00074.jpg,Filtered Formatted photos/Au_nat_00074.jpg,256,256,1.0,3,False,16595,jpg,Authentic
Au_arc_00069.jpg,Filtered Formatted photos/Au_arc_00069.jpg,256,256,1.0,3,False,11860,jpg,Authentic
Au_ani_10134.jpg,Filtered Formatted photos/Au_ani_10134.jpg,256,256,1.0,3,False,16076,jpg,Authentic
Au_art_30329.jpg,Filtered Formatted photos/Au_art_30329.jpg,256,256,1.0,3,False,21850,jpg,Authentic
Au_sec_30396.jpg,Filtered Formatted photos/Au_sec_30396.jpg,256,256,1.0,3,False,15124,jpg,Authentic
Tp_S_NNN_S_N_pla00013_pla00013_20067.jpg,Filtered Formatted photos/Tp_S_NNN_S_N_pla00013_pla00013_20067.jpg,256,256,1.0,3,False,18485,jpg,Tampered
Au_pla_30119.jpg,Filtered Formatted photos/Au_pla_30119.jpg,256,256,1.0,3,False,11957,jpg,Authentic
Tp_S_CNN_M_N_pla00081_pla00081_10628.jpg,Filtered Formatted photos/Tp_S_CNN_M_N_pla00081_pla00081_10628.jpg,256,256,1.0,3,False,16765,jpg,Tampered
Tp_S_CNN_M_N_pla00007_pla00007_10941.jpg,Filtered Formatted photos/Tp_S_CNN_M_N_pla00007_pla00007_10941.jpg,256,256,1.0,3,False,17418,jpg,Tampered
Au_arc_30182.jpg,Filtered Formatted photos/Au_arc_30182.jpg,256,256,1.0,3,False,14111,jpg,Authentic
Au_arc_00041.jpg,Filtered Formatted photos/Au_arc_00041.jpg,256,256,1.0,3,False,11170,jpg,Authentic
Au_txt_00002.jpg,Filtered Formatted photos/Au_txt_00002.jpg,256,256,1.0,3,False,16362,jpg,Authentic
Au_ani_30582.jpg,Filtered Formatted photos/Au_ani_30582.jpg,256,256,1.0,3,False,13466,jpg,Authentic
Au_txt_00016.jpg,Filtered Formatted photos/Au_txt_00016.jpg,256,256,1.0,3,False,19291,jpg,Authentic
Au_ani_30596.jpg,Filtered Formatted photos/Au_ani_30596.jpg,256,256,1.0,3,False,24241,jpg,Authentic
Tp_D_NRN_S_N_art00025_ani10123_11689.jpg,Filtered Formatted photos/Tp_D_NRN_S_N_art00025_ani10123_11689.jpg,256,256,1.0,3,False,12681,jpg,Tampered
Au_arc_30828.jpg,Filtered Formatted photos/Au_arc_30828.jpg,256,256,1.0,3,False,11692,jpg,Authentic
Au_nat_00048.jpg,Filtered Formatted photos/Au_nat_00048.jpg,256,256,1.0,3,False,10518,jpg,Authentic
Au_arc_30196.jpg,Filtered Formatted photos/Au_arc_30196.jpg,256,256,1.0,3,False,15294,jpg,Authentic
Au_arc_00055.jpg,Filtered Formatted photos/Au_arc_00055.jpg,256,256,1.0,3,False,17502,jpg,Authentic
Tp_D_NRN_S_N_nat10146_pla00020_12071.jpg,Filtered Formatted photos/Tp_D_NRN_S_N_nat10146_pla00020_12071.jpg,256,256,1.0,3,False,9816,jpg,Tampered
Au_ani_10120.jpg,Filtered Formatted photos/Au_ani_10120.jpg,256,256,1.0,3,False,18627,jpg,Authentic
Au_sec_30382.jpg,Filtered Formatted photos/Au_sec_30382.jpg,256,256,1.0,3,False,14599,jpg,Authentic
Au_pla_00025.jpg,Filtered Formatted photos/Au_pla_00025.jpg,256,256,1.0,3,False,19997,jpg,Authentic
Tp_S_NRN_S_B_txt00022_txt00022_20090.jpg,Filtered Formatted photos/Tp_S_NRN_S_B_txt00022_txt00022_20090.jpg,256,256,1.0,3,False,21150,jpg,Tampered
Au_sec_30369.jpg,Filtered Formatted photos/Au_sec_30369.jpg,256,256,1.0,3,False,14573,jpg,Authentic
Au_art_10006.jpg,Filtered Formatted photos/Au_art_10006.jpg,256,256,1.0,3,False,13234,jpg,Authentic
Tp_D_NNN_M_N_art00099_cha00050_11760.jpg,Filtered Formatted photos/Tp_D_NNN_M_N_art00099_cha00050_11760.jpg,256,256,1.0,3,False,17859,jpg,Tampered
Au_ani_20008.jpg,Filtered Formatted photos/Au_ani_20008.jpg,256,256,1.0,3,False,12561,jpg,Authentic
Au_cha_30413.jpg,Filtered Formatted photos/Au_cha_30413.jpg,256,256,1.0,3,False,22842,jpg,Authentic
Au_nat_30160.jpg,Filtered Formatted photos/Au_nat_30160.jpg,256,256,1.0,3,False,12321,jpg,Authentic
Au_nat_30606.jpg,Filtered Formatted photos/Au_nat_30606.jpg,256,256,1.0,3,False,16231,jpg,Authentic
Au_cha_30375.jpg,Filtered Formatted photos/Au_cha_30375.jpg,256,256,1.0,3,False,11271,jpg,Authentic
Au_pla_30680.jpg,Filtered Formatted photos/Au_pla_30680.jpg,256,256,1.0,3,False,9406,jpg,Authentic
Au_cha_30361.jpg,Filtered Formatted photos/Au_cha_30361.jpg,256,256,1.0,3,False,13781,jpg,Authentic
Au_ani_30569.jpg,Filtered Formatted photos/Au_ani_30569.jpg,256,256,1.0,3,False,8740,jpg,Authentic
Au_pla_30694.jpg,Filtered Formatted photos/Au_pla_30694.jpg,256,256,1.0,3,False,24020,jpg,Authentic
Au_nat_30612.jpg,Filtered Formatted photos/Au_nat_30612.jpg,256,256,1.0,3,False,16698,jpg,Authentic
Au_arc_30169.jpg,Filtered Formatted photos/Au_arc_30169.jpg,256,256,1.0,3,False,13480,jpg,Authentic
Tp_D_NNN_M_N_cha10168_cha10140_12301.jpg,Filtered Formatted photos/Tp_D_NNN_M_N_cha10168_cha10140_12301.jpg,256,256,1.0,3,False,14466,jpg,Tampered
Au_nat_30174.jpg,Filtered Formatted photos/Au_nat_30174.jpg,256,256,1.0,3,False,11656,jpg,Authentic
Au_pla_00031.jpg,Filtered Formatted photos/Au_pla_00031.jpg,256,256,1.0,3,False,15477,jpg,Authentic
Au_art_10012.jpg,Filtered Formatted photos/Au_art_10012.jpg,256,256,1.0,3,False,7305,jpg,Authentic
Au_cha_30407.jpg,Filtered Formatted photos/Au_cha_30407.jpg,256,256,1.0,3,False,15448,jpg,Authentic
Au_arc_30141.jpg,Filtered Formatted photos/Au_arc_30141.jpg,256,256,1.0,3,False,13055,jpg,Authentic
Au_arc_00082.jpg,Filtered Formatted photos/Au_arc_00082.jpg,256,256,1.0,3,False,11751,jpg,Authentic
Au_pla_00019.jpg,Filtered Formatted photos/Au_pla_00019.jpg,256,256,1.0,3,False,15958,jpg,Authentic
Au_sec_30355.jpg,Filtered Formatted photos/Au_sec_30355.jpg,256,256,1.0,3,False,13864,jpg,Authentic
Au_ani_30227.jpg,Filtered Formatted photos/Au_ani_30227.jpg,256,256,1.0,3,False,15170,jpg,Authentic
